address,area,city,hotel_description,hotel_facilities,hotel_star_rating,latitude,longitude,property_name,property_type,room_facilities,state
"Ghyagi (near sojha) tehsil banjar, Distt. Kullu",Baijnath Road,Kullu,"Nature's Lap resort, Kullu is nestled in the calm and serene atmosphere of thick deoder forest. Delighting the guests with spectacular landscape view and plush green environment, the hotel comprises of wide lawns and beautifully designed huts. Offering some refreshing outdoor adventure activities like soft ball cricket, sand volley ball, nature trek etc the hotel strives to give its lodgers a memorable experience. LocationThe hotel is perched on the hills of Kullu amidst the beautiful deodar trees of the forest. It offers easy access to some nearby tourist hotspots such as Pandoh Dam 53 km (approx.), Raghunath Temple Kullu 69 km (approx.), Tirthan Valley 23 km (approx.), Jagatsukh 102 km (approx.) and Prashar Lake 64 km (approx.). Bhuntar airport- 57 km (approx.)Chauntra Bhater Railway Station- 138 km (approx.)Himachal Pradesh Road Transport Corporation Bus Stand- 15 km (approx.)FacilitiesThe eminent services offered by the hotel are dining facilities, front desk, laundry, recreational facilities, games room, medical services, parking, room service and smoking rooms. Designed with explicit beauty and enhanced with ethic interior, the restaurant features wooden architecture and pleases the guests with delectable dishes. Carved from rocks, the bar serves various brands of drinks along with mouth savoring snacks and barbeque. Conference hall is designed tastefully and is facilitated with latest amenities. Guests can indulge in invigorating adventure sports like volley ball, nature treks, river crossing, soft ball cricket, badminton or can have splendid time fishing in the nearby stream. Games room of the hotel also offers light games like cards, caroms, etc. RoomsThe resort has huts and suites to offer. In total there are 9 occupancies available to the vacationers each of which is designed with taste. Exhibiting tranquil ambience and homely dcor the rooms assure comfortable stay to the vacationers. TV with Tata sky connection and direct dial facility are some of the amenities provided in the rooms. The bathrooms are backed with hot and cold water supply.",Food &amp; Beverage:Bar|Restaurant|No Category:Conference facilities|Front Desk|Personal Services:Room Service|Basic Room Amenities:Wake-Up Call Service,3 Star hotel,31.636603,77.34405,Nature's Lap Resort,Resort,Television | Telephone | Private Bathroom | Intercom,HimachalPradesh
"Village Dasve, Mulshi, Pune - 412107",Taluka Mulshi,Lavasa,"The Waterfront Shaw has become the first property in India to earn the Certified Guest Service Property designation awarded by the American Hotel & Lodging Educational Institute (EI)Gentle, loving and pure ??? The Waterfront Shaw, Lavasa brings you a life that reflects its pristine waterside. Immerse yourself in a luxurious lifestyle, right on the waterfront at Dasve Promenade, nestled between Lake Warasgaon and the picturesque mountain ranges of Lavasa.Time stands still at The Waterfront Shaw, and all you experience is a complete treat for your senses. From the stunning beauty that meets the eye to the fragrant breeze that touches you, it becomes an unforgettable memory. And most lasting among all, is the sheer taste that touches the palate. From authentic American dining to Delhi di delicious chaat, from nostalgic delicatessen to dinner delights, this is one melee of tastes that your taste buds will remember for a long time to come.",Food &amp; Beverage:Bar|Restaurant|Coffee Shop|Patisserie Shop|Business Services:Business Center|Audio Visual Equipment|LCD / Projector|Meeting Facility|Board Room|Meeting Room|Basics:Internet|Air Conditioning|Housekeeping|Complimentary Wi-Fi access|Doctor on Call|Personal Services:24 Hour Front Desk|24 Hour Room Service|Laundry|Room Service|Dry Cleaning|No Category:Conference facilities|Business services|Free Newspaper|Front Desk|Hairdryers|In Room Movies|Outlet Adapters|Phone Service|Travel:Parking|Free Parking|Outdoor Parking|Porter|Recreation:Indoor Games|Health Club|Water Sports|Basic Room Amenities:Video Game Player,,18.4071349,73.5060849,The Waterfront Shaw,,Air Conditioning| Television| Internet / Broadband| Iron| Safe| Telephone | Ironing Board | Hair Dryer Newspaper Refrigerator Bathrobe Bedside Lamp Mineral Water Toiletries CD / DVD Player Flat Screen Television Mirror Hangers In-Room Electronic Safe Laundry Bag Shower Guest Slippers Table Lamp Tea / Coffee maker Temperature Control Weighing Machine Free Wi-Fi International Plug Point | Bedside Controls | Private Bathroom Balcony / Sit Out Area Luggage Rack | Writing Desk / Study Table,Maharashtra
"Plot no 25, Aerodrome Circle, Jhalwar Road",Kotri Gordhanpura,Kota,"OYO Rooms Near Aerodrome Circle is an ideal destination for travellers who want to explore Kota city to the fullest. Strategically located in the city, this hotel ensures a comfortable stay with warm hospitality and well-appointed rooms.",Basics:Internet|Air Conditioning|Doorman|Housekeeping|Complimentary Wi-Fi access|24 Hour Power Supply|Food &amp; Beverage:Restaurant|Personal Services:24 Hour Front Desk|Room Service|Travel:Parking|Hotel Amenities:24-Hour Security,3 Star hotel,25.169728,75.852102,OYO Rooms Near Aerodrome Circle,,Air Conditioning| Television| Safe| Telephone| Wardrobe | Hot Water | Toiletries Intercom Flat Screen Television Satellite Television | Wake-Up Call Service | Private Bathroom,Rajasthan
"Karaly Mukku, Karaly P.O, Near Thalayinakavu, Sasthamcotta, West kallada",Kollam Beach,Kollam,"Get into the spirit of Kerala by going on backwater cruises and canoeing in Kollam. Aadithyaa Resort Lakeside offers these facilities, apart from charming cottages, for a memorable stay. Guests can relish authentic Kerala food at the restaurant.",Basics:Internet|Air Conditioning|Housekeeping|Library|Doctor on Call|Food &amp; Beverage:Restaurant|Barbeque|Recreation:Kids Pool|Massage Centre|Outdoor Swimming Pool|Garden|Yoga & Meditation|Bonfire Arrangement|Ayurveda Centre|Personal Services:24 Hour Front Desk|Laundry|Room Service|Travel:Parking|Free Parking|Porter|Business Services:Meeting Facility|Hotel Amenities:24-Hour Security|No Category:Body Treatments|Free Newspaper|Front Desk|Phone Service|Basic Room Amenities:Wake-Up Call Service,3 Star hotel,9.015724,76.603765,Aadithyaa Resorts Lakeside,Resort,Television | Telephone | Ceiling Fan In-Room Menu Laundry Bag Satellite Television | Table Lamp | Private Bathroom Balcony / Sit Out Area | Writing Desk / Study Table,Kerala
"Old Khandala Road, Rustic Island",,Lonavala,,Basics:Air Conditioning|Doctor on Call|Personal Services:Room Service,,,,West Park Villa,,Air Conditioning| Television | Wardrobe | Private Bathroom | Luggage Rack,Maharashtra
"Azad Lane, Thirunakkara",Near Kottayam Railway Station,Kottayam,"Iswarya Residency, Kottayam, is a charming hotel which offers great value for money. Charm and serenity characterize this hotel with its sacred residential neighborhood.",Business Services:Business Center|Meeting Facility|Fax|Photocopy|Food &amp; Beverage:Restaurant|Travel:Travel Desk|Free Parking|Car Rental|shuttle service (surcharge)|airport shuttle (surcharge)|Personal Services:24 Hour Front Desk|Laundry|Room Service|Dry Cleaning|Basics:Air Conditioning|Lift|Housekeeping|Complimentary Wi-Fi access|Banquet Facility|Hotel Amenities:24-Hour Security,2 Star hotel,9.616929463,76.519142,Iswarya Residency,,Air Conditioning| Television| Safe| Telephone| Ironing Board| Dining Table | Hot Water | Newspaper Ceiling Fan Toiletries Marble Floor Satellite Television Shower Tea / Coffee maker | Wake-Up Call Service | Private Bathroom Balcony / Sit Out Area Sofa | Writing Desk / Study Table,Kerala
"Kuttiyadi, Maruthonakara Road",Kuttiady,Kozhikode,"In addition to warm and friendly staff, guests can enjoy a wide range of social, cultural and lifestyle activities.",Business Services:Business Center|Food &amp; Beverage:Restaurant|Coffee Shop|Personal Services:24 Hour Front Desk|24 Hour Room Service|Room Service|Basics:Air Conditioning|Doorman|Housekeeping|Banquet Facility|Hotel Amenities:24-Hour Security|Travel:Free Parking|No Category:Front Desk,3 Star hotel,11.652368,75.756574,Park Residency Kuttiyadi,,Television | Bedside Lamp | Ceiling Fan | Private Bathroom | Writing Desk / Study Table,Kerala
Opposite Ludhiana Bus Stand,Bus Stand,Ludhiana,Admittance into Hotel Paul UNA Xpress lets guests focus their energies on soaking in the sights and sounds of Ludhiana. Keeping guests cheerful are the rooms with a cosy ambience and accessibility of essential amenities.,Business Services:Business Center|Audio Visual Equipment|Convention Centre|LCD / Projector|Meeting Facility|Conference Hall|Basics:Internet|Air Conditioning|Lift|Doorman|Housekeeping|Complimentary Wi-Fi access|Doctor on Call|Food &amp; Beverage:Restaurant|Travel:Travel Desk|Parking|Bus Parking|Free Parking|Outdoor Parking|Car Rental|Personal Services:24 Hour Front Desk|24 Hour Room Service|Laundry|Room Service|Dry Cleaning|No Category:Conference facilities|Business services|Conference suite|Free Newspaper|Front Desk|Phone Service|Hotel Amenities:24-Hour Security|Catering Service|Basic Room Amenities:Wake-Up Call Service,3 Star hotel,30.896403,75.844772,UNA Paul Xpress,,Air Conditioning| Television| Internet / Broadband| Mini Bar| Safe | Hot Water | Flat Screen Television In-Room Electronic Safe Satellite Television Tea / Coffee maker | Free Wi-Fi,Punjab
OYO Rooms Eve's Beach,Light House Beach,Kovalam,"LocationThe beautiful city of Kovalam can be explored without any budget constraints. Compliment your desire for comfort, hospitality and affordability by staying at OYO Rooms Eve'S Beach Resort. The hotel is situated at a distance of 15.1 km from Trivandrum International Airport and 14.1 km from Trivandrum Central Railway Station. The nearest transportation link to this property is Kovalam Beach (300 m). Foodies can head to Alan Pure Vegetarian Restaurant (800 m) and Punjabi Dhaba (850 m). If you wish to shop, then Divine Super Market (1.2 km) is the place for you. A visit to this city is incomplete without exploring famous tourist attractions like Hawa Beach (500 m), Light House Beach (700 m) and Sree Padmanabhaswamy Temple (13 km). In case of emergency one can head to Upasana Hospital (15 m).How to ReachIn order to get to the hotel, one can use the local city buses. Alternatively one could even hire a cab or an auto-rickshaw from anywhere in the city.RoomsOYO Rooms Eve'S Beach Resort perfectly blends elegance with comfort. Luxurious and air-conditioned rooms that are fully furnished with the most comfortable beds and clean linen would definitely impress the traveller in you. Equipped with modern facilities, these rooms have a flat screen LCD TV, an intercom, a closet for your belongings, mini refrigerator, a personal safe and a work table for your convenience. Attached bathrooms come with complimentary toiletries and hot water supply. Few rooms also give you a pleasant view of the beach.FacilitiesJust like all OYOs across the country, one can enjoy complimentary breakfast and high speed internet during their stay here. A banquet hall and a conference room along with business meeting room are there within the hotel for social gatherings and meetings. The hotel offers facilities like power backup, fire safety, first aid, laundry/dry cleaning service, 24 hour front desk, lift for easy movements and a cloak room. The hotel also provides round the clock security, ample parking space, smoke detector and wake up service. Other facilities include card payment, in-house restaurant, a playground for kids to play and ticket assistance for your further travel. Keeping in mind the comfort of our specially-abled guests, wheelchair and ramp services are also provided. Additionally, a swimming pool along with spa are there within the property where you can relax and rejuvenate yourself. International guests are welcomed to stay with us.",Basics:Internet|Air Conditioning|Housekeeping|Complimentary Wi-Fi access|Personal Services:24 Hour Front Desk|24 Hour Room Service|Room Service|Travel:Free Parking,3 Star hotel,8.3900201,76.97776,OYO Rooms Eve'S Beach Resort,Resort,Air Conditioning | Television | Tea / Coffee maker | Free Wi-Fi | Private Bathroom,Kerala
"VPI/439,Kovalam Beach",Samudra Beach,Kovalam,"Hotel Turtle on The Beach, Kovalam is located near the pristine and exotic Kovalam beach. Candor and comfort outline this stylish hotel. The hotel is beautifully designed with flower pots, stone carvings, glass walls and exotic sculptures.",Food &amp; Beverage:Bar|Restaurant|Coffee Shop|Lounge|Business Services:Business Center|Audio Visual Equipment|LCD / Projector|Meeting Facility|Board Room|Conference Hall|Basics:Internet|Air Conditioning|Housekeeping|Wi-Fi on Charge|Banquet Facility|Doctor on Call|Recreation:Kids Pool|Gym|Spa|Massage Centre|Outdoor Swimming Pool|Ayurveda Centre|Travel:Travel Desk|Parking|Free Parking|Transportation Service|Personal Services:24 Hour Front Desk|24 Hour Room Service|Laundry|Room Service|Butler Service|No Category:Business services|Body Treatments|Free Newspaper|Front Desk|Phone Service|Hotel Amenities:24-Hour Security|Basic Room Amenities:Wake-Up Call Service,5 Star hotel,8.390117,76.97607,Turtle on The Beach,,Air Conditioning| Television| Internet / Broadband| Mini Bar| Safe | Telephone | Newspaper Ceiling Fan Toiletries Flat Screen Television Mirror In-Room Menu Satellite Television | Shower | Private Bathroom | Balcony / Sit Out Area,Kerala
